SMILES,NAME,VAL
Cc1ccc(c(c1)NC(=O)C2CCCCN2S(=O)(=O)c3ccccc3)OC,85271365,-4.51018804505
COc1ccccc1OCC(=O)NNC(=O)c2ccc(c(c2)S(=O)(=O)N3CCOCC3)F,85271364,-3.95208136847
CN(C)S(=O)(=O)c1cccc(c1)NC(=O)C2CCN(CC2)S(=O)(=O)c3cccs3,85271362,-4.291258124
CC(=O)c1ccccc1NCC(=O)Nc2ccc(c(c2)S(=O)(=O)N3CCOCC3)OC,85271356,-3.84529674277
CC(C)(C)N(Cc1ccccc1)C(=O)COC(=O)c2ccccc2C(=O)N(C)Cc3ccccc3,85271353,-4.26453796889
CCOc1c(cccn1)C(=O)NNC(=O)c2cccc(c2)S(=O)(=O)N3CCOCC3,85271350,-4.56607396816
CCN(C1CCCCC1)C(=O)COc2ccc(cc2)N(C)S(=O)(=O)c3ccc(cc3)NC(=O)C,85271349,-4.41161224233
c1ccc2c(c1)CCN2S(=O)(=O)c3cc(ccc3Cl)C(=O)N4CCN(CC4)c5ccccc5O,85271348,-4.64414545748
CCc1nnc(n1N)SCC(=O)Nc2ccc3ccccc3c2,85271346,-3.87360997664
Cc1ccc(c(c1)S(=O)(=O)N2CCN(CC2)C3CC(=O)N(C3=O)c4ccc(cc4)C(=O)C)C,85271342,-3.9165726122
c1cc(ccc1NC(=O)CNC(=O)c2ccc3c(c2)OCO3)S(=O)(=O)N,85271335,-4.57676944336
c1cc(oc1C(=O)OCC(=O)Nc2c(ccs2)C#N)Br,85271328,-4.52923961502
Cc1nc2ccc(cc2s1)NS(=O)(=O)c3ccc(cc3)NC(=O)C,85271327,-4.39368167559
c1ccc2c(c1)/C(=C\3/C(=O)N(C(=S)S3)CCS(=O)(=O)O)/C(=O)N2CC(=O)Nc4cccc(c4)Br,85271326,-4.60993546668
c1ccc(c(c1)NS(=O)(=O)c2ccc(c(c2)C(=O)OCC(=O)Nc3ccc(c(c3F)F)F)O)Cl,85271323,-4.71168819884
Cc1ccc(c(c1)NS(=O)(=O)c2cc(ccc2OC)NC(=O)CNC(=O)c3ccco3)Br,85271321,-4.48498128542
c1cnc(nc1)NS(=O)(=O)c2ccc(cc2)c3ccc(o3)C=NN=C(N)S,85271320,-3.88455344846
