canonical_smiles,molregno,standard_relation,standard_value,standard_units
CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5nn[nH]n5,421066,,891300.000000000000000000000000000000,nM
CN(C1CCCCC1)C(=O)c2cnn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4,1263538,,891300.000000000000000000000000000000,nM
CCN(C1CCN(CCC(C2CCN(Cc3ccccc3)CC2)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,1280895,,891300.000000000000000000000000000000,nM
Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2,26401,,891300.000000000000000000000000000000,nM
COc1ccccc1Oc2c(NS(=O)(=O)\C=C\c3ccccc3)nc(nc2OC)c4ncccn4,1380030,,891300.000000000000000000000000000000,nM
C[C@H](NC(=O)c1c(C)nn(C2CCSCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,1271886,,912000.000000000000000000000000000000,nM
CS(=O)(=O)c1ccc2c3CN(CCc3[nH]c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1427000,,912000.000000000000000000000000000000,nM
CCN(C1CCN(CCC(c2ccc(NC(=O)C)cc2)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,330783,,912000.000000000000000000000000000000,nM
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4[nH]c5ccccc5c4C3,1428112,,912000.000000000000000000000000000000,nM
CNC(=O)CCc1onc(n1)c2ccc(OC)cc2,1229559,,912000.000000000000000000000000000000,nM
OC(C(=O)c1ccc(F)cc1)c2ccc(F)cc2,391569,,933300.000000000000000000000000000000,nM
CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5ccccc5F)ccc4C,1343291,,933300.000000000000000000000000000000,nM
Cc1sc(N)nc1c2ccccc2,290282,,955000.000000000000000000000000000000,nM
CCCSc1ncccc1C(=O)N(C)C2CCCCC2,1423860,,955000.000000000000000000000000000000,nM
C[C@@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3)C(C)(C)C,1263738,,1000000.000000000000000000000000000000,nM
CCOc1ccc2C=CC(=O)Oc2c1,315767,,1000000.000000000000000000000000000000,nM
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)NO,405577,,1000000.000000000000000000000000000000,nM
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](OCc1cccc2cccnc12)C(=O)NO)C(C)(C)C,241263,,1000000.000000000000000000000000000000,nM
COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN5CCC[C@H]5CO,363068,,1000000.000000000000000000000000000000,nM
COc1ccc(Cl)c(Nc2ncnc3cc(OCCN4CCN(C)CC4)cc(OC(C)C)c23)n1,333437,,1000000.000000000000000000000000000000,nM
O=C(CN1CCOCC1)Nc2c(cnn2c3ccccc3)C#N,1117494,,1023300.000000000000000000000000000000,nM
C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3)C(C)(C)C,1263737,,1023300.000000000000000000000000000000,nM
Nc1cccc(c1)S(=O)(=O)Nc2ccccc2,871418,,1023300.000000000000000000000000000000,nM
Cc1[nH]c2ccccc2c1CC#N,1240280,,1023300.000000000000000000000000000000,nM
O[C@@H](CNCCOc1ccc(OCC(=O)O)cc1)COc2ccccc2,115776,,1023300.000000000000000000000000000000,nM
CCN1CCC[C@H](C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,1346316,,1047100.000000000000000000000000000000,nM
COc1ccc(cc1)c2cc3c(N[C@H]4CCCNC4)ncc(C(=O)N)c3s2,714401,,1047100.000000000000000000000000000000,nM
CCCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)O)c3)c2n1,621399,,1071500.000000000000000000000000000000,nM
Cc1sc(nc1C(F)(F)F)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1361098,,1071500.000000000000000000000000000000,nM
CC(C)Oc1cc(OCCc2ccncc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,324633,,1071500.000000000000000000000000000000,nM
OC(C(=O)c1cccs1)c2cccs2,318384,,1071500.000000000000000000000000000000,nM
CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(C)onc3C)C(=O)O)cc2)n1,1342868,,1071500.000000000000000000000000000000,nM
CN1CCN(CC1)C(=O)Cc2csc(NS(=O)(=O)c3cccc(Cl)c3C)n2,512375,,1096500.000000000000000000000000000000,nM
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3C#N)n2)cc1,164691,,1096500.000000000000000000000000000000,nM
Cc1cc(CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O)c(C)cn1,1151014,,1096500.000000000000000000000000000000,nM
CS(=O)(=O)c1ccc2c(cc(C(=O)O)n2Cc3ccc(Cl)c(Cl)c3)c1,217965,,1096500.000000000000000000000000000000,nM
CC(C)N1CCO[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,1346313,,1122000.000000000000000000000000000000,nM
O[C@@H](CNCCSCCCNCCc1ccccc1)c2ccc(O)c3NC(=O)Sc23,1165512,,1148200.000000000000000000000000000000,nM
CS(=O)(=O)c1ccc(cc1Cl)[C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc3cnccn3,1150404,,1148200.000000000000000000000000000000,nM
Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)N3CCOCC3,762222,,1148200.000000000000000000000000000000,nM
OC(=O)CC(=O)N[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,632697,,1174900.000000000000000000000000000000,nM
COC[C@H](C)Oc1cc(Oc2cccc(Cl)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146830,,1174900.000000000000000000000000000000,nM
Cn1cc(cc1C=O)C(=O)CCCCOc2ccc(cc2)C(=O)O,256523,,1202300.000000000000000000000000000000,nM
Cc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,1438387,,1202300.000000000000000000000000000000,nM
CC1CN(C(=O)c2ccccc2)c3ccccc3NC1=O,1227297,,1202300.000000000000000000000000000000,nM
Nc1nnc(Cc2ccccc2)s1,896292,,1202300.000000000000000000000000000000,nM
OC(=O)c1cc2ccccc2n1Cc3cccc(Cl)c3,217041,,1202300.000000000000000000000000000000,nM
COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN5CCC(CCO)CC5,363071,,1202300.000000000000000000000000000000,nM
CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(F)cccc3Cl)C(=O)O)cc2)n1,1342858,,1230300.000000000000000000000000000000,nM
Cc1ncc(nc1c2ccc(cc2)[C@@H]3CC[C@H](CC3)C(=O)O)C(=O)N,1439750,,1230300.000000000000000000000000000000,nM
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,12417,,1230300.000000000000000000000000000000,nM
OC(=O)c1c(C#N)c2ccccc2n1Cc3ccc(Cl)c(Cl)c3,217121,,1230300.000000000000000000000000000000,nM
Oc1cc(OCc2ccccc2)ccn1,899284,,1230300.000000000000000000000000000000,nM
CCCSc1c(cnn1C)C(=O)NC2CCCCC2,1438396,,1230300.000000000000000000000000000000,nM
ONC(=O)CCCCCCC(=O)Nc1ccccc1,11305,,1230300.000000000000000000000000000000,nM
Clc1ccc(cc1)c2oc(CNC3CC3)nn2,948681,,1230300.000000000000000000000000000000,nM
CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1280901,,1258900.000000000000000000000000000000,nM
OC(=O)c1ccc(cc1)n2ncc(C(=O)NC3C4CC5CC(CC3C5)C4)c2C(F)(F)F,1438393,,1258900.000000000000000000000000000000,nM
O=C1NCCc2c1[nH]c3ccccc23,463912,,1258900.000000000000000000000000000000,nM
Oc1ccc(cc1)n2ccnc2,13394,,1258900.000000000000000000000000000000,nM
COC[C@H](C)Oc1cc(O[C@@H](C)Cc2ccc(F)cc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146816,,1258900.000000000000000000000000000000,nM
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,93930,,1288200.000000000000000000000000000000,nM
CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cocc5)ccc4C,1343301,,1288200.000000000000000000000000000000,nM
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN(C)C,88204,,1288200.000000000000000000000000000000,nM
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](Sc1ccc(OC)c(OC)c1)C(=O)NO)C(C)(C)C,241890,,1288200.000000000000000000000000000000,nM
Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(Cl)cccc34,355032,,1318300.000000000000000000000000000000,nM
CN(C)C(=N)c1ccc(cc1)C(=O)N2CCN(CC2)S(=O)(=O)c3ccc4cc(Br)ccc4c3,100727,,1318300.000000000000000000000000000000,nM
Nc1nc2cc(Cl)ccc2n1CCCO,688353,,1318300.000000000000000000000000000000,nM
Cc1[nH]c2ccccc2c1CCNCc3ccc(\C=C\C(=O)NO)cc3,499179,,1349000.000000000000000000000000000000,nM
CC(C)N1CCN(Cc2cnc(c3ccc(cc3)C(=O)Nc4ccccc4N)c(c2)C#N)CC1,425564,,1349000.000000000000000000000000000000,nM
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1280904,,1349000.000000000000000000000000000000,nM
O=C(Nc1ccccc1)Nc2ccncc2,282232,,1349000.000000000000000000000000000000,nM
CC(=O)Nc1nc2CCCNC(=O)c2s1,567272,,1349000.000000000000000000000000000000,nM
O=C1C=C(Nc2ccccc12)c3cccnc3,1060613,,1349000.000000000000000000000000000000,nM
COC[C@H](C)Oc1cc(Oc2cccc(c2)N(C)C)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146833,,1349000.000000000000000000000000000000,nM
Nc1ccccc1NC(=O)c2ccc(cc2)c3ncc(CN4CCC4)cc3Cl,425659,,1349000.000000000000000000000000000000,nM
CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cncc3Cl)C(=O)O)cc2)n1,1342866,,1349000.000000000000000000000000000000,nM
ON(C=O)C1(CS(=O)(=O)N2CCN(CC2)c3ccc(F)cc3)CCOCC1,1151033,,1380400.000000000000000000000000000000,nM
CN1CCC(COc2cc(OC3CCOCC3)c4c(Nc5c(Cl)ccc6OCOc56)ncnc4c2)CC1,361311,,1380400.000000000000000000000000000000,nM
ONC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,280092,,1380400.000000000000000000000000000000,nM
COC[C@H](C)Oc1cc(Oc2cccc(F)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146832,,1380400.000000000000000000000000000000,nM
CCN(Cc1cc(ccc1c2cc(CC(=O)O)ccc2OC)C(F)(F)F)C(=O)NCc3ccccc3,1442581,,1380400.000000000000000000000000000000,nM
OC(=O)[C@H](Cc1ccc(OCCc2ccc3OCCNc3n2)cc1)NC(=O)c4c(Cl)cccc4Cl,1343231,,1412500.000000000000000000000000000000,nM
Cc1ccc(cc1)S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)c(C)nn2c4ccccc4,1263729,,1412500.000000000000000000000000000000,nM
CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C)C=O,106170,,1412500.000000000000000000000000000000,nM
NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCOCC4)c5ccc(Cl)cc5,1520179,,1412500.000000000000000000000000000000,nM
CCCCNc1cc(cc(c1Oc2ccccc2)S(=O)(=O)N)C(=O)O,139281,,1445400.000000000000000000000000000000,nM
CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,2223,,1445400.000000000000000000000000000000,nM
O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,3599,,1445400.000000000000000000000000000000,nM
COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,469215,,1445400.000000000000000000000000000000,nM
NC1=NN(CC1)c2cccc(c2)C(F)(F)F,3667,,1445400.000000000000000000000000000000,nM
CCCSc1nc2ccc(NC(=O)CCNC(=O)NCCOc3ccc(CC(C(=O)O)C(=O)O)cc3)cc2s1,1354776,,1445400.000000000000000000000000000000,nM
COC[C@H](C)Oc1cc(O[C@@H](C)Cc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,346551,,1479100.000000000000000000000000000000,nM
Clc1ccc2OC(=O)Nc2c1,315123,,1479100.000000000000000000000000000000,nM
COC[C@H](C)Oc1cc(Oc2cccc(OC)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146828,,1479100.000000000000000000000000000000,nM
CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,1342865,,1513600.000000000000000000000000000000,nM
CNc1cccc(CCCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,1343023,,1513600.000000000000000000000000000000,nM
CN1SC(=NC1=O)NCc2ccccc2,433362,,1513600.000000000000000000000000000000,nM
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4[nH]c5ncccc5c4C3,1428100,,1513600.000000000000000000000000000000,nM
CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)C5CC5)ccc4C,1343295,,1513600.000000000000000000000000000000,nM
OC(=O)C[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,633794,,1513600.000000000000000000000000000000,nM
CN1NC(=CC1=O)CSc2ccc(C)cc2,1634434,,1513600.000000000000000000000000000000,nM
Cc1nc2ccccn2c1c3ccnc(N)n3,168499,,1513600.000000000000000000000000000000,nM
COc1cc2c(Nc3cnc(NC(=O)c4ccccc4)nc3)ncnc2cc1OC[C@@H](O)CN5CCCCC5,341442,,1513600.000000000000000000000000000000,nM
COc1ccc(\C=C/c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H](N)CO,581382,,1513600.000000000000000000000000000000,nM
Oc1ccc(CCNCCNC(=O)CCOCCc2ccccc2)c3sc(O)nc13,180582,,1513600.000000000000000000000000000000,nM
CCN(C1CCN(CCC(C2CCN(CC2)C(=O)C)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1280896,,1513600.000000000000000000000000000000,nM
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3F)c4csc(C)n4,309432,,1513600.000000000000000000000000000000,nM
COC[C@H](C)Oc1cc(Oc2ccc(OC)cc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146829,,1513600.000000000000000000000000000000,nM
COCCOc1cc2nncc(Nc3cc(O)c(Cl)cc3F)c2cc1OC,250855,,100.000000000000000000000000000000,nM
COc1cc(OC2CCOCC2)c3c(Nc4ccc(F)c(Cl)c4)ncnc3c1,342714,,100.000000000000000000000000000000,nM
CC(C)(C)Cn1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13,193909,,100.000000000000000000000000000000,nM
OC1CCN(CC1)C(=O)CN2C(=O)C(Cc3ccccc23)NC(=O)c4cc5cc(Cl)sc5[nH]4,394039,,100.000000000000000000000000000000,nM
Cc1nc(O)c2cc(CN(CC#C)c3ccc(cc3)S(=O)(=O)c4ccccc4)ccc2n1,90633,,100.000000000000000000000000000000,nM
Cc1nc(O)c2cc(CN(CC#C)c3ccc(C(=O)NCc4cccc(c4)[N+](=O)[O-])c(F)c3)c(C)cc2n1,462,,100.000000000000000000000000000000,nM
C1Oc2ccccc2C3=NN(CC13)c4ccccc4,1093011,,200.000000000000000000000000000000,nM
Oc1ccnc(SCc2nc(O)c3cc(CN(CC#C)c4ccc(cc4)C(=O)NCc5cccc(c5)[N+](=O)[O-])ccc3n2)n1,268647,,200.000000000000000000000000000000,nM
CS(=O)(=O)N1CC2(CCN(CC2)C(=O)Nc3cnc(cn3)c4ccccc4)c5ccccc15,478549,,200.000000000000000000000000000000,nM
CC(C)CN1C(=O)N(C)C(=O)c2c(SCCCO)c(Cc3cccc4ccccc34)sc12,345215,,200.000000000000000000000000000000,nM
Cc1nc(O)c2cc(CN(CC#C)c3ccc(cc3)C(=O)NCc4cccc(c4)C#N)ccc2n1,457,,200.000000000000000000000000000000,nM
CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl,430311,,200.000000000000000000000000000000,nM
CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c12,424661,,200.000000000000000000000000000000,nM
COCCNS(=O)(=O)c1ccc(Nc2ncc(Cl)c(n2)c3cnc4ccccn34)cc1,114208,,300.000000000000000000000000000000,nM
CSCCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,394024,,300.000000000000000000000000000000,nM
OC[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2nnc3c(N[C@@H]4C[C@H]4c5ccccc5)nc(SCCC(F)(F)F)nc23,416770,,300.000000000000000000000000000000,nM
COc1ccc(cc1)c2[nH]nc3c4ccccc4C(=O)c23,35461,,300.000000000000000000000000000000,nM
CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c4ccoc24)ccn1,1363819,,300.000000000000000000000000000000,nM
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,299120,,300.000000000000000000000000000000,nM
FC(F)(F)c1cccc(NC(=O)c2ccccc2NCc3ccncc3)c1,255408,,300.000000000000000000000000000000,nM
COc1cc2c(NC(=O)Nc3ccccc3Cl)ncnc2cc1OCC4CCN(C)CC4,361746,,300.000000000000000000000000000000,nM
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c12)C(=O)N6CCOCC6,424662,,300.000000000000000000000000000000,nM
COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC,149025,,300.000000000000000000000000000000,nM
COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,156452,,300.000000000000000000000000000000,nM
Cc1ccc(NC(=O)c2cc(F)cc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccccn5)cc4,310089,,400.000000000000000000000000000000,nM
COc1cc2c(Nc3ncc(CC(=O)Nc4ccccc4)s3)ncnc2cc1OCCCN5CCOCC5,520626,,400.000000000000000000000000000000,nM
COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCNCCO,337961,,400.000000000000000000000000000000,nM
OCc1nc(O)c2cc(CN(CC#C)c3ccc(cc3)C(=O)NCc4cccc(c4)[N+](=O)[O-])ccc2n1,269123,,400.000000000000000000000000000000,nM
COc1cc(OC)cc(c1)c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,75548,,400.000000000000000000000000000000,nM
COC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,394044,,400.000000000000000000000000000000,nM
CNC(=O)c1ccccc1Nc2nc(Nc3ccc(cc3OC)N4CCOCC4)ncc2Cl,514994,,400.000000000000000000000000000000,nM
Cc1ccc(cc1S(=O)(=O)n2ccc(n2)c3c(C)nc4ccc(Br)cn34)[N+](=O)[O-],375887,,400.000000000000000000000000000000,nM
Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(cn3)C#N)nc2c4ccc(Cl)cc4Cl,429350,,400.000000000000000000000000000000,nM
Clc1ccc(cc1)C(=O)NCC(=O)c2ccc(Br)cc2,1209068,,500.000000000000000000000000000000,nM
CC(C)(C)CNCCn1c(Sc2nc3cccc(Cl)c3s2)nc4c(N)ncnc14,355987,,500.000000000000000000000000000000,nM
CCN1CCN(CC1)c2ccc(Nc3cc(ncn3)N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)cc2,1193367,,500.000000000000000000000000000000,nM
Cc1ccc(Nc2nc(C)nc3c2oc4ccccc34)cc1,869440,,500.000000000000000000000000000000,nM
COc1cc(cc(OC)c1OC)c2cnc(N)c(c2)c3nc4ccccc4[nH]3,535115,,500.000000000000000000000000000000,nM
C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)S(=O)(=O)N(C)C)cn2)C(=O)OC(C)(C)C,1364324,,500.000000000000000000000000000000,nM
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(CO)cccn34)N5CCN(CC5)C(=O)C,1166905,,500.000000000000000000000000000000,nM
Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccncc5)cc4,310128,,500.000000000000000000000000000000,nM
Clc1ccc(cc1)c2cc(NC(=O)Cc3ccc4ccccc4c3)[nH]n2,264957,,500.000000000000000000000000000000,nM
Nc1ccc(cn1)C(=O)Nc2cccc(c2)c3nc(N4CCOCC4)c5oc6ncccc6c5n3,1439533,,500.000000000000000000000000000000,nM
Cn1cnc(c2cccc(NC(=O)Nc3cc(ccc3F)C(F)(F)F)c2)c1c4cc5c(N)ncnc5s4,612127,,500.000000000000000000000000000000,nM
Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5cscn5)cc4,310279,,500.000000000000000000000000000000,nM
CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4NC(=O)CCc4c3)ncc2C(F)(F)F)c1,506482,,500.000000000000000000000000000000,nM
CNC(=O)c1ccccc1Sc2ccc3c(\C=C\c4ccccn4)n[nH]c3c2,716337,,500.000000000000000000000000000000,nM
COc1cc2ncnc(Nc3ccc4c(ccn4Cc5ccccc5)c3)c2cc1OC,43290,,600.000000000000000000000000000000,nM
COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4F)s3)ncnc2cc1OCCCN5CCC[C@H]5CO,338237,,600.000000000000000000000000000000,nM
COc1cc(CCc2cc(Nc3ccnc(NCc4onc(C)c4)n3)n[nH]2)cc(OC)c1,1365765,,600.000000000000000000000000000000,nM
O=C(NC1CCCC1)c2ccc(cc2)c3cc(ccn3)c4cc5C(=O)NCCc5[nH]4,378680,,600.000000000000000000000000000000,nM
Clc1cc2cc([nH]c2s1)C(=O)NC3Cc4ccccc4N(CC#N)C3=O,394045,,600.000000000000000000000000000000,nM
Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(OCCN4CCOCC4)c5ccccc35)C(C)(C)C,167995,,600.000000000000000000000000000000,nM
COCCOc1cc2ncnc(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)c2cc1OC,337919,,600.000000000000000000000000000000,nM
CCN(CCO)CCCOc1cc2ncnc(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)c2cc1OC,338045,,600.000000000000000000000000000000,nM
C[C@H](CNC(=O)N1CCC(CC1)c2ccncc2)c3c([nH]c4sc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7,417871,,600.000000000000000000000000000000,nM
NC(=O)Nc1sc(cc1C(=O)Nc2ccccc2)c3ccccc3,448561,,600.000000000000000000000000000000,nM
Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)c3cccc4[nH]nc(N)c34)c1,371147,,600.000000000000000000000000000000,nM
O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37,300825,,600.000000000000000000000000000000,nM
C1c2ccccc2c3[nH]nc(c13)c4cccs4,355693,,600.000000000000000000000000000000,nM
COc1cc2c(Nc3ccc(Cc4ccccc4)cc3)c(cnc2cc1OCCCN5CCOCC5)C#N,43597,,600.000000000000000000000000000000,nM
COCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,114224,,700.000000000000000000000000000000,nM
COc1ccc(Cl)cc1NC(=O)Nc2cnccn2,729955,,700.000000000000000000000000000000,nM
CSc1nccc(Nc2cc(NC(=O)c3cc(F)cc(c3)N4CCOCC4)ccc2C)n1,310013,,700.000000000000000000000000000000,nM
COc1ccc(cc1)N(C)C(=O)c2ccc3nc(c4ccccc4)c(nc3c2)c5ccccc5,1000864,,700.000000000000000000000000000000,nM
C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4ncc(F)cn4,1364344,,700.000000000000000000000000000000,nM
Fc1ccccc1Nc2oc(nn2)C(=O)Nc3ccc(cc3)N4CCCCC4,1346109,,700.000000000000000000000000000000,nM
O=S(=O)(Nc1ccc(cc1)S(=O)(=O)Nc2nccs2)c3ccc4OCCOc4c3,763975,,700.000000000000000000000000000000,nM
CNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4cccnn34)cc1,514598,,700.000000000000000000000000000000,nM
CC(C)N=C1C=C2N(c3ccc(Cl)cc3)c4ccccc4N=C2C=C1Nc5ccc(Cl)cc5,793291,,700.000000000000000000000000000000,nM
Clc1ccc2Sc3ccccc3Nc2c1,835653,,700.000000000000000000000000000000,nM
FC(F)c1nc2ccccc2n1c3nc(nc(n3)N4CCOCC4)N5CCOCC5,528559,,700.000000000000000000000000000000,nM
CN(C)C(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,394034,,700.000000000000000000000000000000,nM
CCN1C(=O)C(C)(C)c2cc3[nH]c4c(CCCc5c(C)n[nH]c45)c3cc12,489011,,700.000000000000000000000000000000,nM
CS(=O)(=O)Cc1cc(nc(n1)c2ccc(NC(=O)Nc3ccc(F)cc3)cc2)N4CCOCC4,1342506,,800.000000000000000000000000000000,nM
CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,149820,,800.000000000000000000000000000000,nM
Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,41764,,800.000000000000000000000000000000,nM
NC(=O)Nc1sc(cc1C(=O)NCc2ccccc2)c3ccccc3,448562,,800.000000000000000000000000000000,nM
CN(c1ccnc(Nc2cc(nc(c2)N3CCOCC3)N4CCOCC4)n1)c5cccc6[nH]ncc56,709521,,800.000000000000000000000000000000,nM
Cn1cc(C2=C(C(=O)NC2=O)c3cn(C4CCN(Cc5ccccn5)CC4)c6ccccc36)c7ccccc17,83217,,800.000000000000000000000000000000,nM
Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(Cl)c(Cl)c3,644855,,800.000000000000000000000000000000,nM
CCn1c2ccccc2c3cc(NC(=O)N4CCCCC4)ccc13,1417216,,800.000000000000000000000000000000,nM
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3cc(Br)sc3[nH]2,367343,,900.000000000000000000000000000000,nM
Clc1ccc(cc1)S(=O)(=O)CC(N2CCCCC2)c3ccccc3,1113715,,900.000000000000000000000000000000,nM
c1ccc(cc1)c2cnn3cc(cnc23)c4ccncc4,152310,,900.000000000000000000000000000000,nM
