canonical_smiles,molregno,standard_relation,standard_value,standard_units
COc1ccc(cn1)[C@H](CC(=O)O)N2CCN(CCCc3ccc4CCCNc4n3)C2=O,240166,,2500.000000000000000000000000000000,nM
C1CN(CCO1)c2cc(Nc3nccc(Nc4cccc5[nH]ncc45)n3)cc(c2)N6CCOCC6,710437,,2500.000000000000000000000000000000,nM
Fc1ccc(NC(=S)N2CCC(CC2)C(=O)c3ccc(F)cc3)cc1,1084418,,2500.000000000000000000000000000000,nM
COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN5CCOCC5,341892,,2500.000000000000000000000000000000,nM
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,138562,,2500.000000000000000000000000000000,nM
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCn4ccnc4,88353,,2500.000000000000000000000000000000,nM
CCn1c2ccccc2c3cc(NC(=O)c4cc(C)on4)ccc13,823967,,2500.000000000000000000000000000000,nM
C[C@H](N1CC[C@@](CCO)(OC1=O)c2ccc(F)cc2)c3ccc(cc3)c4ccc(F)cc4F,1176462,,2500.000000000000000000000000000000,nM
Fc1ccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)cc1,1346125,,2600.000000000000000000000000000000,nM
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CC6COCC(C5)N6,1166761,,2600.000000000000000000000000000000,nM
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3cc(Cl)ccc3[nH]2,162614,,2600.000000000000000000000000000000,nM
COc1cc2nccc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,541259,,2600.000000000000000000000000000000,nM
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c12)C(=O)N(C)C,424659,,2600.000000000000000000000000000000,nM
Fc1ccccc1NC(=O)N[C@H]2N=C(c3ccccc3)c4ccccc4NC2=O,370906,,2600.000000000000000000000000000000,nM
CCOC(=O)Cc1csc(NC(=O)Nc2ccc(Cl)cc2)n1,892933,,2600.000000000000000000000000000000,nM
CN1CCN(CC1)S(=O)(=O)c2ccc(cc2F)c3cnc(N)c(n3)C(=O)Nc4cccnc4,1437939,,2700.000000000000000000000000000000,nM
CCCc1cc(Nc2nc(NCc3onc(C)c3)ncc2Br)n[nH]1,1365763,,2700.000000000000000000000000000000,nM
OCC(CO)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)ccc4[nH]3,394051,,2700.000000000000000000000000000000,nM
CNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C)cc1,514745,,2700.000000000000000000000000000000,nM
CC(C)Oc1ccc2C(=O)C(=COc2c1)c3ccccc3,273921,,2800.000000000000000000000000000000,nM
COc1cc(ccc1Cc2c[nH]c3ccc(NC(=O)CC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5C,77993,,2800.000000000000000000000000000000,nM
CN1CCN(CC1)S(=O)(=O)c2ccc(cc2)c3cnc(N)c(n3)C(=O)Nc4cnccc4CN5CCCC5,1437955,,2800.000000000000000000000000000000,nM
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(F)cccn34)N5CCN(CC5)C(=O)C,1166901,,2800.000000000000000000000000000000,nM
CCN(C1CCN(CCC(c2ccccc2)c3ccc(NC(=O)Cc4ccccc4)cc3)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,330763,,2800.000000000000000000000000000000,nM
CC(C)Oc1cc(OCCC2CCCC2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,324667,,2800.000000000000000000000000000000,nM
O=S(=O)(Nc1ccccn1)c2ccc(cc2)C3CCCCC3,812760,,2800.000000000000000000000000000000,nM
COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)c1,1274959,,2900.000000000000000000000000000000,nM
CCn1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13,193961,,2900.000000000000000000000000000000,nM
CCOc1noc2cc(OCCC3CCN(CC3)c4ccc(C)nn4)ccc12,1356165,,2900.000000000000000000000000000000,nM
N1c2ccccc2Sc3ccccc13,57493,,2900.000000000000000000000000000000,nM
C[C@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C,438136,,2900.000000000000000000000000000000,nM
CCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC,363077,,3000.000000000000000000000000000000,nM
COc1ccc(F)c(F)c1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N,361203,,3000.000000000000000000000000000000,nM
CN1C(=O)N(Cc2ccc(cc2)C(=O)O)C(=O)c3cc(ccc13)C#CCc4ccccc4,493539,,3000.000000000000000000000000000000,nM
CC(C)OC(=O)N1CCC(CC1)Oc2ncnc(Oc3ccc(cc3F)S(=O)(=O)C)c2C,1279993,,3000.000000000000000000000000000000,nM
CC1(C)N(Cc2ccnc(c2)N3CCOCC3)C(=O)N(C1=O)c4ccc(SC(F)(F)F)cc4,1139447,,3000.000000000000000000000000000000,nM
OC[C@H](O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,394054,,3000.000000000000000000000000000000,nM
CN(C(=O)c1occc1)c2nnc(s2)C34CC5CC(CC(C5)C3)C4,921851,,3000.000000000000000000000000000000,nM
COc1cc(c2nc(cc(n2)C3(CC3)S(=O)(=O)C)N4CCOCC4)c5cc[nH]c5c1,1519876,,3100.000000000000000000000000000000,nM
C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(n4)C(F)F,1364349,,3100.000000000000000000000000000000,nM
COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C,365248,,3100.000000000000000000000000000000,nM
CCCc1c(cnn1c2ccccc2)C(=O)Nc3ccc(F)cc3C,775777,,3100.000000000000000000000000000000,nM
C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(n4)C(F)(F)F,1364348,,3100.000000000000000000000000000000,nM
Clc1ccc(cc1)S(=O)(=O)NCc2onc(c2)c3ccccc3Cl,950410,,3100.000000000000000000000000000000,nM
COCCOc1cc2c(Oc3cnn(CC(=O)Nc4cccc(OC)c4)c3)ncnc2cc1OC,1274961,,3100.000000000000000000000000000000,nM
CN(c1ccc(Cl)c(CO)c1)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,1139825,,3100.000000000000000000000000000000,nM
Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(CCO)c4,674026,,3100.000000000000000000000000000000,nM
CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2,1364305,,3200.000000000000000000000000000000,nM
OCC(CO)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,394050,,3200.000000000000000000000000000000,nM
Nc1c(NC2CCCCC2)nc(nc1N3CCOCC3)C#N,459838,,3200.000000000000000000000000000000,nM
COC1(CCOCC1)c2cc(F)cc(OCc3ccc4N(C)C(=O)C=Cc4c3)c2,25303,,3200.000000000000000000000000000000,nM
Cc1ccccc1N=Nc2ccc(NC(=O)c3ccnn3C)c(C)c2,1122092,,3200.000000000000000000000000000000,nM
CC1(C)Oc2ncnc(N)c2N=C1c3ccc(cc3)C45CCC(CC4)(CC5)C(=O)O,458544,,3200.000000000000000000000000000000,nM
CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)ccc34)cc2OC)cn1,1338493,,3200.000000000000000000000000000000,nM
COc1ccc(NC(=O)c2oc(Nc3ccccc3F)nn2)cn1,1346117,,3300.000000000000000000000000000000,nM
Oc1c(C#N)c(nc2ccncc12)c3ccc(cc3)c4ccccc4OC(F)(F)F,1282896,,3300.000000000000000000000000000000,nM
CC\C(=C(/c1ccccc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,52511,,3300.000000000000000000000000000000,nM
C[C@@H]1CN(CCN1C(=O)OC(C)(C)C)c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2,1364316,,3300.000000000000000000000000000000,nM
C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)C#N)cn2)C(=O)OC(C)(C)C,1364325,,3400.000000000000000000000000000000,nM
FC(F)(F)c1nn(cc1C(=O)NCCNC(=O)c2ccc(Cl)cn2)c3ccccc3,621836,,3400.000000000000000000000000000000,nM
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C=Nc13,437013,,3500.000000000000000000000000000000,nM
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,342897,,3500.000000000000000000000000000000,nM
CC(C)COc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,1068054,,3500.000000000000000000000000000000,nM
COCCN1CCC(CC1)Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC,359340,,3500.000000000000000000000000000000,nM
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc4cccnc24)CC1,110803,,3500.000000000000000000000000000000,nM
Oc1ccccc1NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2,166664,,3500.000000000000000000000000000000,nM
Cc1ccc(Oc2ccc(cc2)C(=O)NCCc3ccncc3)cc1,1159331,,3500.000000000000000000000000000000,nM
COc1cc(Oc2ccnc3cc(F)ccc23)ccc1CC(=O)Nc4noc(C)c4C,1338859,,3500.000000000000000000000000000000,nM
CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4ncccc4[nH]3)c(C)c2c1,1142778,,3500.000000000000000000000000000000,nM
O=C(NC1CCCC1)C(N(Cc2occc2)C(=O)c3ccc([nH]3)c4ccccc4)c5ccncc5,998034,,3500.000000000000000000000000000000,nM
CN(c1ccnc(Nc2cccc(c2)S(=O)(=O)C)n1)c3c(Cl)ccc4OCOc34,710224,,3500.000000000000000000000000000000,nM
NC(=N)c1cc2c(\C=C\c3ccc4OCOc4c3)cccc2s1,40730,,3600.000000000000000000000000000000,nM
COc1cc2c(Nc3cnc(NC(=O)c4ccccc4)nc3)ncnc2cc1OCCCN5CCOCC5,341857,,3600.000000000000000000000000000000,nM
OC(=O)c1ccc(NC(=O)c2cc(OCc3ccccc3)cc(OCc4ccccc4)c2)nc1,323810,,3600.000000000000000000000000000000,nM
Cn1c(ccc1c2ccc3NC(=S)OC(C)(C)c3c2)C#N,405455,,3600.000000000000000000000000000000,nM
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3cc(F)ccc3[nH]2,162619,,3600.000000000000000000000000000000,nM
Cc1cnccc1COc2cnc(nc2)N3CCN(CC3)C(=O)OC(C)(C)C,1364332,,3700.000000000000000000000000000000,nM
Cc1ccc(CCCO)c(NCc2ccc3nc(NCCCN4CCOCC4)n(Cc5nc(C)ccc5O)c3c2)c1,440999,,3700.000000000000000000000000000000,nM
CC(C)n1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13,194211,,3800.000000000000000000000000000000,nM
Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(c4)C5CCOCC5,673937,,3800.000000000000000000000000000000,nM
CCc1cc(Nc2nc(NCc3onc(c3)c4ccccn4)ncc2Br)n[nH]1,1365781,,3800.000000000000000000000000000000,nM
COC[C@H](N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC)C(=O)N,345963,,3800.000000000000000000000000000000,nM
FC(F)(F)c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)N3CCN(CC3)c4ccncc4Cl,112487,,3900.000000000000000000000000000000,nM
Clc1cc(NC(=O)c2cccnc2)c3[nH]c4cnccc4c3c1,128017,,3900.000000000000000000000000000000,nM
Cc1c(Br)sc2nc(O)c(c(O)c12)c3ccccc3,336888,,3900.000000000000000000000000000000,nM
CC(C)Oc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,1068053,,4000.000000000000000000000000000000,nM
CC(=O)OCCn1c(Sc2nc3cccc(Cl)c3s2)nc4c(N)ncnc14,355629,,4000.000000000000000000000000000000,nM
CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N,344540,,4000.000000000000000000000000000000,nM
CCc1ccc(cc1)C2=CC(=O)c3ccccc3N2,1348875,,4000.000000000000000000000000000000,nM
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N,424652,,4000.000000000000000000000000000000,nM
COc1ccc(I)c(Sc2nc3c(N)ncnc3n2CCNCC(C)(C)C)c1,336300,,4000.000000000000000000000000000000,nM
CNC(=O)c1ccc(Nc2ncc(F)c(n2)c3cnc(C)n3C(C)C)cc1F,453172,,4100.000000000000000000000000000000,nM
COc1ccc(cc1)c2oc(nn2)c3ccccc3,798539,,4100.000000000000000000000000000000,nM
C[C@@H]1CN(C[C@H](C)N1c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,1364319,,4100.000000000000000000000000000000,nM
Cc1ccc(Oc2ccnc(Nc3ccc(cc3)S(=O)(=O)N)c2)c(C)n1,572922,,4200.000000000000000000000000000000,nM
O=C(NC1CCCCC1)C2CCCN(C2)S(=O)(=O)c3cccs3,1116747,,4200.000000000000000000000000000000,nM
COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,14785,,4200.000000000000000000000000000000,nM
C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)NCCO,438039,,4200.000000000000000000000000000000,nM
CCc1onc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)ccc34)cc2OC)c1,1338861,,4200.000000000000000000000000000000,nM
CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(cc4)S(=O)(=O)C)c23)cc1,315735,,4300.000000000000000000000000000000,nM
COc1cc(CCc2cc(Nc3ccnc(NCc4cc(C)on4)n3)n[nH]2)cc(OC)c1,1365931,,4300.000000000000000000000000000000,nM
Cc1ccc(F)c(Nc2ccnc(Nc3ccc(cc3)S(=O)(=O)N)n2)c1,167937,,4400.000000000000000000000000000000,nM
OCCCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,394052,,4400.000000000000000000000000000000,nM
Nc1ncnc2sc(nc12)c3c(ncn3Cc4ccccc4N5CCOCC5)c6ccccc6,612211,,4400.000000000000000000000000000000,nM
CC(C)Oc1cc(OCCN2CCOCC2)cc3ncnc(Nc4c(Cl)ccc5OCOc45)c13,361389,,4400.000000000000000000000000000000,nM
C1c2ccccc2Oc3ccccc13,516136,,4400.000000000000000000000000000000,nM
COc1cc2ncnc(Nc3ccc(C)c(O)c3)c2cc1OC,490485,,4400.000000000000000000000000000000,nM
COc1cccc(NC(=O)Cn2cc(Nc3ncnc4cc(OC)c(OC)cc34)cn2)c1,1274955,,4400.000000000000000000000000000000,nM
Cn1cc(C2=C(C(=O)NC2=O)c3cccc(NCC(O)CO)c3)c4cc(F)ccc14,612900,,4400.000000000000000000000000000000,nM
Nc1nc(N)c(nc1Cl)C(=O)Nc2ccccn2,300523,,4500.000000000000000000000000000000,nM
Fc1ccc(NC(=O)N2CCC(CC2)C(=O)c3ccc(F)cc3)cc1,1104207,,4500.000000000000000000000000000000,nM
C[C@H](CN(C)C)Oc1cccc2ncnc(Nc3ccc(OCc4cnccn4)c(Cl)c3)c12,508776,,4500.000000000000000000000000000000,nM
OC1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23)CC1,437559,,4500.000000000000000000000000000000,nM
CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,1519885,,4600.000000000000000000000000000000,nM
COc1cccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)c1,1346130,,4600.000000000000000000000000000000,nM
O=C(Nc1ccc(nc1)N2CCOCC2)c3oc(Nc4cccc(OCc5cccnc5)c4)nn3,1346269,,4600.000000000000000000000000000000,nM
CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(Sc4ccc(NC(=O)C5CC5)cc4)n2,436277,,4600.000000000000000000000000000000,nM
CC(C)n1c2ccccc2c3c(F)c(NC(=O)N4CCOCC4)c(F)cc13,194428,,4600.000000000000000000000000000000,nM
Oc1ccc(cc1)C2=CC(=O)c3ccccc3N2,1342056,,4700.000000000000000000000000000000,nM
NC1(CCC1)c2ccc(cc2)c3nc4C=CN5C(=O)NN=C5c4cc3c6ccccc6,616367,,4700.000000000000000000000000000000,nM
C=CCOc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,1068055,,4700.000000000000000000000000000000,nM
CC(C)(C)OC(=O)N1CCN(CC1)c2cnc(OCc3ccc(cc3)S(=O)(=O)C)cn2,1364308,,4700.000000000000000000000000000000,nM
Cc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(C)cc3,1000685,,4700.000000000000000000000000000000,nM
CO[C@@]1(CCO[C@@H](C)C1)c2cc(F)cc(c2)S(=O)(=O)c3ccc(cc3)\C(=N\O)\C,34774,,4700.000000000000000000000000000000,nM
COc1cccc(CNC(=O)c2ccc(Oc3ccc(C)cc3)cc2)c1,1159329,,4700.000000000000000000000000000000,nM
CNC(=O)c1ccc(CN2CCC(CC2)c3ccc(cc3)C(=O)Nc4ccccc4N)cc1,427716,,4800.000000000000000000000000000000,nM
NC(=O)c1sc(cc1NS(=O)(=O)c2ccc(cc2)C(F)(F)F)c3ccsc3,979754,,4800.000000000000000000000000000000,nM
C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4onc(n4)C(F)(F)F,1364745,,4800.000000000000000000000000000000,nM
C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(n4)C5CC5,1364346,,4800.000000000000000000000000000000,nM
Cc1cccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)c1,1346270,,4800.000000000000000000000000000000,nM
Clc1ccc(COc2ccc(Br)cc2CN3CCOCC3)cc1,396576,,4800.000000000000000000000000000000,nM
CN(C)S(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3,424723,,4800.000000000000000000000000000000,nM
CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CC6CCC(C5)O6,1519880,,4900.000000000000000000000000000000,nM
COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,62111,,4900.000000000000000000000000000000,nM
CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(OCc5cscn5)c(Cl)c4)c23,327628,,4900.000000000000000000000000000000,nM
NC(=O)Nc1sc(cc1C(=O)N)c2ccc(OCCOCC3CC3)cc2,448306,,4900.000000000000000000000000000000,nM
CCC(O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,394053,,4900.000000000000000000000000000000,nM
C[C@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO,438192,,4900.000000000000000000000000000000,nM
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCNC(=O)C5,1166748,,4900.000000000000000000000000000000,nM
COc1cc(ccc1Nc2ncc(C)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,1166897,,5000.000000000000000000000000000000,nM
Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccc(F)cc4)c1,1174464,,5000.000000000000000000000000000000,nM
Oc1cccc2nc(cc(O)c12)c3ccccc3,313149,,5000.000000000000000000000000000000,nM
C[C@@H]1CN(CCN1c2ncc(OCC3CCN(CC3)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,1364323,,5000.000000000000000000000000000000,nM
CC(C)N1C(=O)[C@@H](CCc2ccccc12)NC(=O)[C@@H](Cc3ccccc3OC(F)(F)F)NC(=O)OC(C)(C)C,414914,,5000.000000000000000000000000000000,nM
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC(=O)N(C)C)CC5,1166764,,5000.000000000000000000000000000000,nM
CC1(COc2ccc3c(c2)ncn3c4ccc5cccc(N6CCC(N)CC6)c5n4)COC1,1377998,,5100.000000000000000000000000000000,nM
COc1cc(ccc1Cn2ccc3ccc(NC(=O)OC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5,129507,,5100.000000000000000000000000000000,nM
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CC6CN(CCO)CC(C5)O6,1166760,,5100.000000000000000000000000000000,nM
Clc1n[nH]c2cccc(Nc3ccnc(Nc4cc(cc(c4)N5CCOCC5)N6CCOCC6)n3)c12,709520,,5100.000000000000000000000000000000,nM
OC1CCN(CC1)C(=O)[C@H](Cc2ccccc2)NC(=O)c3cc4cc(Cl)ccc4[nH]3,162870,,5100.000000000000000000000000000000,nM
CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccncc3F)cn2,1364334,,5100.000000000000000000000000000000,nM
Fc1cccc(Cl)c1CSCCNC(=O)Nc2ccccc2,837273,,5100.000000000000000000000000000000,nM
CC(C)n1c2ccc(NC(=O)N3CCOCC3)cc2c4cccc(C)c14,193946,,5100.000000000000000000000000000000,nM
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN4CCC[C@@H]4C(=O)N,346354,,5100.000000000000000000000000000000,nM
NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CS(=O)(=O)N)c4ccc(Cl)cc4,1519915,,5200.000000000000000000000000000000,nM
Fc1ccccc1Nc2oc(nn2)C(=O)Nc3ccc(cc3)N4CCOCC4,1346103,,5200.000000000000000000000000000000,nM
NC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,394032,,5200.000000000000000000000000000000,nM
CC(C)Oc1cc(Oc2ccc(cc2)S(=O)(=O)C)cc(c1)C(=O)Nc3nccs3,563555,,5200.000000000000000000000000000000,nM
C(Sc1nnc(c2occc2)c(n1)c3occc3)c4ccccc4,873720,,5200.000000000000000000000000000000,nM
C[C@H](N1CC[C@](CCO)(OC1=O)c2ccc(F)cc2)c3ccc(cc3)c4ccc(F)cc4F,1176482,,5200.000000000000000000000000000000,nM
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc15,65648,,5200.000000000000000000000000000000,nM
Clc1ccc2N=C3NC(=O)CN3Cc2c1Cl,42290,,5400.000000000000000000000000000000,nM
CN1CCN(CC(=O)Nc2ccc(C3=CC=CN4C(=O)C=C(N=C34)N5CCOCC5)c6sc7ccccc7c26)CC1,1052004,,5400.000000000000000000000000000000,nM
CC(=O)N1CCN(CCOc2ccc(cc2)C3CCN(CC3)c4ccc5nnc(n5n4)C(F)(F)F)CC1,1528797,,5400.000000000000000000000000000000,nM
Cn1c(ccc1c2cc(F)c3NC(=O)C(C)(C)c3c2)C#N,440257,,5400.000000000000000000000000000000,nM
CC(C)c1onc(n1)N2CCN([C@H](C)C2)c3ncc(OCc4ccncc4C#N)cn3,1364345,,5400.000000000000000000000000000000,nM
CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ccoc34)n2)c1,709916,,5400.000000000000000000000000000000,nM
CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,19569,,5400.000000000000000000000000000000,nM
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,276734,,5400.000000000000000000000000000000,nM
CNC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,394033,,5400.000000000000000000000000000000,nM
COc1cc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)cc(OC)c1OC,425580,,5400.000000000000000000000000000000,nM
NC(=O)c1sc(cc1N)c2ccc(Cl)cc2,346204,,5500.000000000000000000000000000000,nM
CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4ccc(C)c(c4)S(=O)(=O)N)n3,489525,,5500.000000000000000000000000000000,nM
CS(=O)(=O)c1ccc(cc1)[C@@H](CC2CCCC2)C(=O)Nc3nccs3,625434,,5500.000000000000000000000000000000,nM
CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ncoc34)n2)c1,710019,,5600.000000000000000000000000000000,nM
CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,62259,,5600.000000000000000000000000000000,nM
CCn1c2ccccc2c3cc(NC(=O)C)ccc13,993996,,5600.000000000000000000000000000000,nM
C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO,438196,,5600.000000000000000000000000000000,nM
CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(Cl)c(Cl)c4,305098,,5600.000000000000000000000000000000,nM
COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1,65605,,5600.000000000000000000000000000000,nM
COc1cc(Nc2ncnc3[nH]nc(OCCN4CCC(O)CC4)c23)ccc1OCc5cccc(F)c5,437418,,5600.000000000000000000000000000000,nM
CCCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2c1,363081,,5800.000000000000000000000000000000,nM
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC4)S(=O)(=O)C,359136,,5800.000000000000000000000000000000,nM
CS(=O)(=O)c1ccc(cc1)[C@H](CC2CCCC2)C(=O)Nc3nccs3,625435,,5800.000000000000000000000000000000,nM
CN(C)CCCN(C)c1nc2cc(Cl)c(Cl)cc2nc1\C=C\c3ccccc3,670661,,5800.000000000000000000000000000000,nM
NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c4nc[nH]c4n2)cc1,171551,,5800.000000000000000000000000000000,nM
CCOc1ccccc1C(=O)N2CCC(CC2)C(=O)c3ccc(F)cc3,1032510,,5800.000000000000000000000000000000,nM
CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4OCOc34)n2)c1,709813,,5900.000000000000000000000000000000,nM
Oc1cc(nc2ccc(Cl)cc12)c3ccccc3,16363,,5900.000000000000000000000000000000,nM
CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(C)ccc5C,1139820,,5900.000000000000000000000000000000,nM
CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)N)c(F)c3)ncc2F,453171,,6000.000000000000000000000000000000,nM
Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3cc(F)cc(F)c3,644946,,6000.000000000000000000000000000000,nM
CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12,424653,,6000.000000000000000000000000000000,nM
